"时间","天然海水产品","海洋飞沫"
"1725","0","4.333083333333334"
"1726","0","4.333083333333334"
"1727","0","4.333083333333334"
"1728","0","4.333083333333334"
"1729","0","4.333083333333334"
"1730","0","4.333083333333334"
"1731","0","4.333083333333334"
"1732","0","4.333083333333334"
"1733","0","4.333083333333334"
"1734","0","4.333083333333334"
"1735","0","4.333083333333334"
"1736","0","4.333083333333334"
"1737","0","4.333083333333334"
"1738","0","4.333083333333334"
"1739","0","4.333083333333334"
"1740","0","4.333083333333334"
"1741","0","4.333083333333334"
"1742","0","4.333083333333334"
"1743","0","4.333083333333334"
"1744","0","4.333083333333334"
"1745","0","4.333083333333334"
"1746","0","4.333083333333334"
"1747","0","4.333083333333334"
"1748","0","4.333083333333334"
"1749","0","4.333083333333334"
"1750","0","4.333083333333334"
"1751","0","4.333083333333334"
"1752","0","4.333083333333334"
"1753","0","4.333083333333334"
"1754","0","4.333083333333334"
"1755","0","4.333083333333334"
"1756","0","4.333083333333334"
"1757","0","4.333083333333334"
"1758","0","4.333083333333334"
"1759","0","4.333083333333334"
"1760","0","4.333083333333334"
"1761","0","4.333083333333334"
"1762","0","4.333083333333334"
"1763","0","4.333083333333334"
"1764","0","4.333083333333334"
"1765","0","4.333083333333334"
"1766","0","4.333083333333334"
"1767","0","4.333083333333334"
"1768","0","4.333083333333334"
"1769","0","4.333083333333334"
"1770","0","4.333083333333334"
"1771","0","4.333083333333334"
"1772","0","4.333083333333334"
"1773","0","4.333083333333334"
"1774","0","4.333083333333334"
"1775","0","4.333083333333334"
"1776","0","4.333083333333334"
"1777","0","4.333083333333334"
"1778","0","4.333083333333334"
"1779","0","4.333083333333334"
"1780","0","4.333083333333334"
"1781","0","4.333083333333334"
"1782","0","4.333083333333334"
"1783","0","4.333083333333334"
"1784","0","4.333083333333334"
"1785","0","4.333083333333334"
"1786","0","4.333083333333334"
"1787","0","4.333083333333334"
"1788","0","4.333083333333334"
"1789","0","4.333083333333334"
"1790","0","4.333083333333334"
"1791","0","4.333083333333334"
"1792","0","4.333083333333334"
"1793","0","4.333083333333334"
"1794","0","4.333083333333334"
"1795","0","4.333083333333334"
"1796","0","4.333083333333334"
"1797","0","4.333083333333334"
"1798","0","4.333083333333334"
"1799","0","4.333083333333334"
"1800","0","4.333083333333334"
"1801","0","4.333083333333334"
"1802","0","4.333083333333334"
"1803","0","4.333083333333334"
"1804","0","4.333083333333334"
"1805","0","4.333083333333334"
"1806","0","4.333083333333334"
"1807","0","4.333083333333334"
"1808","0","4.333083333333334"
"1809","0","4.333083333333334"
"1810","0","4.333083333333334"
"1811","0","4.333083333333334"
"1812","0","4.333083333333334"
"1813","0","4.333083333333334"
"1814","0","4.333083333333334"
"1815","0","4.333083333333334"
"1816","0","4.333083333333334"
"1817","0","4.333083333333334"
"1818","0","4.333083333333334"
"1819","0","4.333083333333334"
"1820","0","4.333083333333334"
"1821","0","4.333083333333334"
"1822","0","4.333083333333334"
"1823","0","4.333083333333334"
"1824","0","4.333083333333334"
"1825","0","4.333083333333334"
"1826","0","4.333083333333334"
"1827","0","4.333083333333334"
"1828","0","4.333083333333334"
"1829","0","4.333083333333334"
"1830","0","4.333083333333334"
"1831","0","4.333083333333334"
"1832","0","4.333083333333334"
"1833","0","4.333083333333334"
"1834","0","4.333083333333334"
"1835","0","4.333083333333334"
"1836","0","4.333083333333334"
"1837","0","4.333083333333334"
"1838","0","4.333083333333334"
"1839","0","4.333083333333334"
"1840","0","4.333083333333334"
"1841","0","4.333083333333334"
"1842","0","4.333083333333334"
"1843","0","4.333083333333334"
"1844","0","4.333083333333334"
"1845","0","4.333083333333334"
"1846","0","4.333083333333334"
"1847","0","4.333083333333334"
"1848","0","4.333083333333334"
"1849","0","4.333083333333334"
"1850","0","4.333083333333334"
"1851","0","4.333083333333334"
"1852","0","4.333083333333334"
"1853","0","4.333083333333334"
"1854","0","4.333083333333334"
"1855","0","4.333083333333334"
"1856","0","4.333083333333334"
"1857","0","4.333083333333334"
"1858","0","4.333083333333334"
"1859","0","4.333083333333334"
"1860","0","4.333083333333334"
"1861","0","4.333083333333334"
"1862","0","4.333083333333334"
"1863","0","4.333083333333334"
"1864","0","4.333083333333334"
"1865","0","4.333083333333334"
"1866","0","4.333083333333334"
"1867","0","4.333083333333334"
"1868","0","4.333083333333334"
"1869","0","4.333083333333334"
"1870","0","4.333083333333334"
"1871","0","4.333083333333334"
"1872","0","4.333083333333334"
"1873","0","4.333083333333334"
"1874","0","4.333083333333334"
"1875","0","4.333083333333334"
"1876","0","4.333083333333334"
"1877","0","4.333083333333334"
"1878","0","4.333083333333334"
"1879","0","4.333083333333334"
"1880","0","4.333083333333334"
"1881","0","4.333083333333334"
"1882","0","4.333083333333334"
"1883","0","4.333083333333334"
"1884","0","4.333083333333334"
"1885","0","4.333083333333334"
"1886","0","4.333083333333334"
"1887","0","4.333083333333334"
"1888","0","4.333083333333334"
"1889","0","4.333083333333334"
"1890","0","4.333083333333334"
"1891","0","4.333083333333334"
"1892","0","4.333083333333334"
"1893","0","4.333083333333334"
"1894","0","4.333083333333334"
"1895","0","4.333083333333334"
"1896","0","4.333083333333334"
"1897","0","4.333083333333334"
"1898","0","4.333083333333334"
"1899","0","4.333083333333334"
"1900","0","4.333083333333334"
"1901","0","4.333083333333334"
"1902","0","4.333083333333334"
"1903","0","4.333083333333334"
"1904","0","4.333083333333334"
"1905","0","4.333083333333334"
"1906","0","4.333083333333334"
"1907","0","4.333083333333334"
"1908","0","4.333083333333334"
"1909","0","4.333083333333334"
"1910","0","4.333083333333334"
"1911","0","4.333083333333334"
"1912","0.25478666981137","4.333083333333334"
"1913","0.25646277916077","4.333083333333334"
"1914","0.25930496686141","4.333083333333334"
"1915","0.2621471545602","4.333083333333334"
"1916","0.26510063610768","4.333083333333334"
"1917","0.26805411765331","4.333083333333334"
"1918","0.27100759920079","4.333083333333334"
"1919","0.27396108077852","4.333083333333334"
"1920","0.27691456222580996","4.333083333333334"
"1921","0.27790312384954996","4.333083333333334"
"1922","0.27889168530091","4.333083333333334"
"1923","0.27988024692465","4.333083333333334"
"1924","0.28086880840314","4.333083333333334"
"1925","0.28185736984178","4.333083333333334"
"1926","0.28286177191754003","4.333083333333334"
"1927","0.28386617382768986","4.333083333333334"
"1928","0.28487057571835","4.333083333333334"
"1929","0.2858749778136","4.333083333333334"
"1930","0.28688818000169003","4.333083333333334"
"1931","0.28903935240416","4.333083333333334"
"1932","0.29119052497137005","4.333083333333334"
"1933","0.29334169737979","4.333083333333334"
"1934","0.29489406164118","4.333083333333334"
"1935","0.29644642590852005","4.333083333333334"
"1936","0.29801111054761","4.333083333333334"
"1937","0.29959676906288996","4.333083333333334"
"1938","0.30118242756545","4.333083333333334"
"1939","0.30276808605359995","4.333083333333334"
"1940","0.30435374474126","4.333083333333334"
"1941","0.30597733221889","4.333083333333334"
"1942","0.3076009198943399","4.333083333333334"
"1943","0.30922450753671005","4.333083333333334"
"1944","0.31084809519944","4.333083333333334"
"1945","0.31247168287489","4.333083333333334"
"1946","0.31380096067065005","4.333083333333334"
"1947","0.31513023867186996","4.333083333333334"
"1948","0.31645951649476","4.333083333333334"
"1949","0.4645260471014671","4.333083333333334"
"1950","0.9463377419059694","4.333083333333334"
"1951","1.3665522300125896","4.333083333333334"
"1952","1.7514645177780566","4.333083333333334"
"1953","2.0135331873439464","4.333083333333334"
"1954","2.275376086660178","4.333083333333334"
"1955","2.711933510062942","4.333083333333334"
"1956","2.868511062545887","4.333083333333334"
"1957","3.1819754524928","4.333083333333334"
"1958","2.8309981222964087","4.333083333333334"
"1959","3.0566609725921987","4.333083333333334"
"1960","3.0550375518273207","4.333083333333334"
"1961","2.337955537035671","4.333083333333334"
"1962","2.458590213837118","4.333083333333334"
"1963","2.9100513228479077","4.333083333333334"
"1964","3.1344470734616037","4.333083333333334"
"1965","3.3235220952159943","4.333083333333334"
"1966","3.5816822089292892","4.333083333333334"
"1967","3.561269035988053","4.333083333333334"
"1968","3.0894203645576837","4.333083333333334"
"1969","3.277164945007456","4.333083333333334"
"1970","3.637533726274551","4.333083333333334"
"1971","4.031483274181637","4.333083333333334"
"1972","4.5971343260141575","4.333083333333334"
"1973","4.643156453937491","4.333083333333334"
"1974","5.1713240733552","4.333083333333334"
"1975","5.284453493859329","4.333083333333334"
"1976","5.362371236984758","4.333083333333334"
"1977","5.4909780616215675","4.333083333333334"
"1978","5.397096440949174","4.333083333333334"
"1979","4.733617414851983","4.333083333333334"
"1980","4.788278301799201","4.333083333333334"
"1981","4.749064472586085","4.333083333333334"
"1982","5.330210475987309","4.333083333333334"
"1983","5.244012073726704","4.333083333333334"
"1984","5.64446152856165","4.333083333333334"
"1985","5.962523501855867","4.333083333333334"
"1986","6.703601917543121","4.333083333333334"
"1987","7.514670617402409","4.333083333333334"
"1988","7.901814565065213","4.333083333333334"
"1989","8.447410878147638","4.333083333333334"
"1990","9.269655735250245","4.333083333333334"
"1991","10.113515839650045","4.333083333333334"
"1992","11.168344480287045","4.333083333333334"
"1993","12.203487860655736","4.333083333333334"
"1994","14.368330656596859","4.333083333333334"
"1995","16.515698898167642","4.333083333333334"
"1996","19.064946089921904","4.333083333333334"
"1997","18.45819044660948","4.333083333333334"
"1998","20.055566862396166","4.333083333333334"
"1999","19.92545685313229","4.333083333333334"
"2000","19.587820355543037","4.333083333333334"
"2001","19.00210363002103","4.333083333333334"
"2002","18.800687273354487","4.333083333333334"
"2003","18.54443423418278","4.333083333333334"
"2004","18.496591838421907","4.333083333333334"
"2005","18.645337336507104","4.333083333333334"
"2006","18.42646992343279","4.333083333333334"
"2007","18.290033545249983","4.333083333333334"
"2008","18.5209935582561","4.333083333333334"
"2009","18.743670760782738","4.333083333333334"
"2010","19.240070167800468","4.333083333333334"
"2011","20.13378251092794","4.333083333333334"
"2012","20.55293949393165","4.333083333333334"
